timestamp,index,temperature_gpu,utilization_gpu,utilization_memory,memory_used,power_draw,clocks_sm
2026/09/14 15:54:06.133, 1, 17, 0, 0, 5, 8.69, 139
2026/09/14 15:54:07.166, 0, 47, 100, 5, 429, 106.27, 1898
2026/09/14 15:54:07.170, 1, 17, 0, 0, 5, 8.79, 139
2026/09/14 15:54:08.204, 0, 47, 100, 4, 429, 129.28, 1898
2026/09/14 15:54:08.207, 1, 18, 0, 0, 5, 8.79, 139
2026/09/14 15:54:09.238, 0, 47, 100, 4, 429, 100.46, 1898
2026/09/14 15:54:09.241, 1, 18, 0, 0, 5, 8.79, 139
2026/09/14 15:54:10.275, 0, 47, 100, 5, 429, 124.04, 1898
2026/09/14 15:54:10.278, 1, 18, 0, 0, 5, 8.89, 139
2026/09/14 15:54:11.310, 0, 47, 100, 5, 429, 110.08, 1898
2026/09/14 15:54:11.313, 1, 17, 0, 0, 5, 9.32, 139
2026/09/14 15:54:12.347, 0, 47, 100, 3, 429, 87.09, 1898
2026/09/14 15:54:12.350, 1, 18, 0, 0, 5, 9.13, 139
2026/09/14 15:54:13.398, 0, 47, 100, 5, 429, 136.29, 1898
2026/09/14 15:54:13.403, 1, 18, 0, 0, 5, 8.79, 139
2026/09/14 15:54:14.435, 0, 47, 100, 5, 429, 136.64, 1898
2026/09/14 15:54:14.438, 1, 17, 0, 0, 5, 8.55, 139
2026/09/14 15:54:15.471, 0, 47, 100, 4, 429, 95.72, 1898
2026/09/14 15:54:15.473, 1, 18, 0, 0, 5, 8.89, 139
2026/09/14 15:54:16.512, 0, 47, 100, 5, 429, 110.66, 1898
2026/09/14 15:54:16.514, 1, 18, 0, 0, 5, 9.03, 139
2026/09/14 15:54:17.549, 0, 47, 100, 5, 429, 98.29, 1898
2026/09/14 15:54:17.552, 1, 18, 0, 0, 5, 8.79, 139
2026/09/14 15:54:18.587, 0, 47, 100, 4, 429, 103.51, 1898
2026/09/14 15:54:18.593, 1, 17, 0, 0, 5, 8.94, 139
2026/09/14 15:54:19.627, 0, 47, 100, 5, 429, 136.89, 1898
2026/09/14 15:54:19.630, 1, 18, 0, 0, 5, 8.69, 139
2026/09/14 15:54:20.662, 0, 47, 100, 5, 429, 97.22, 1898
2026/09/14 15:54:20.665, 1, 18, 0, 0, 5, 8.98, 139
2026/09/14 15:54:21.701, 0, 47, 100, 5, 429, 139.35, 1898
2026/09/14 15:54:21.704, 1, 17, 0, 0, 5, 8.89, 139
2026/09/14 15:54:22.737, 0, 47, 100, 5, 429, 119.50, 1898
2026/09/14 15:54:22.740, 1, 17, 0, 0, 5, 8.79, 139
2026/09/14 15:54:23.774, 0, 47, 100, 4, 429, 89.85, 1898
2026/09/14 15:54:23.776, 1, 18, 0, 0, 5, 8.69, 139
2026/09/14 15:54:24.809, 0, 47, 100, 5, 429, 109.70, 1898
2026/09/14 15:54:24.812, 1, 17, 0, 0, 5, 8.55, 139
2026/09/14 15:54:25.844, 0, 47, 100, 4, 429, 98.38, 1898
2026/09/14 15:54:25.848, 1, 18, 0, 0, 5, 8.79, 139
2026/09/14 15:54:26.880, 0, 47, 100, 4, 429, 108.73, 1898
2026/09/14 15:54:26.882, 1, 18, 0, 0, 5, 8.79, 139
2026/09/14 15:54:27.914, 0, 47, 100, 5, 429, 94.57, 1898
2026/09/14 15:54:27.917, 1, 18, 0, 0, 5, 9.47, 139
2026/09/14 15:54:28.953, 0, 47, 100, 3, 429, 83.66, 1898
2026/09/14 15:54:28.955, 1, 18, 0, 0, 5, 8.79, 139
2026/09/14 15:54:29.988, 0, 47, 100, 4, 429, 122.00, 1898
2026/09/14 15:54:29.991, 1, 18, 0, 0, 5, 8.55, 139
2026/09/14 15:54:31.023, 0, 47, 100, 4, 429, 139.71, 1898
2026/09/14 15:54:31.026, 1, 18, 0, 0, 5, 8.79, 139
2026/09/14 15:54:32.060, 0, 47, 100, 4, 429, 102.06, 1898
2026/09/14 15:54:32.063, 1, 18, 0, 0, 5, 8.55, 139
2026/09/14 15:54:33.097, 0, 47, 100, 4, 429, 123.76, 1898
2026/09/14 15:54:33.100, 1, 18, 0, 0, 5, 8.79, 139
2026/09/14 15:54:34.134, 0, 47, 100, 5, 429, 100.13, 1898
2026/09/14 15:54:34.137, 1, 18, 0, 0, 5, 8.79, 139
2026/09/14 15:54:35.170, 0, 47, 100, 4, 429, 117.32, 1898
2026/09/14 15:54:35.172, 1, 18, 0, 0, 5, 8.69, 139
2026/09/14 15:54:36.205, 0, 47, 100, 4, 429, 103.24, 1898
2026/09/14 15:54:36.208, 1, 18, 0, 0, 5, 8.55, 139
2026/09/14 15:54:37.240, 0, 47, 100, 5, 429, 84.82, 1898
2026/09/14 15:54:37.245, 1, 17, 0, 0, 5, 8.79, 139
